record_id,transaction_id,transaction_date,transaction_month,fiscal_year,fiscal_quarter,transaction_type,sales_region,country,division,department,sales_manager,product_team,product_category,product_name,customer_segment,customer_id,customer_name,vendor_id,vendor_name,customer_agreement_id,customer_agreement_status,purchase_agreement_id,purchase_agreement_status,approval_level,approval_status,approver_role,approval_pending_days,sales_quantity,sales_revenue,purchase_cost,inventory_opening_value,inventory_closing_value,inventory_movement_value,administration_expense,operation_expense,marketing_expense,employee_count,employee_payroll_amount,customer_service_cases,customer_service_cost,total_expense,gross_profit,gross_profit_margin,net_profit,net_profit_margin,payroll_to_revenue_ratio,transaction_amount,profit_status,risk_level,risk_flag,recommended_action
ERP0001744,TRX0001744,2025-12-22,2025-12,FY2026,Q2,Payroll Allocation,Middle East,Bahrain,Industrial Supplies,Payroll,Mohamed Rafi,Enterprise Solutions,Machinery Parts,Machinery Parts 531,Channel Partner,,,,,,,,,Level 4 - CFO,Escalated,CFO,6,0,0,0,0,0,0,0,0,0,72,389831.04,0,0,389831.04,0,0,-389831.04,0,0,389831.04,Loss,High,Review Required,Escalate to senior approver
ERP0001745,TRX0001745,2025-12-22,2025-12,FY2026,Q2,Administration Expense,Middle East,UAE,Office Equipment,Administration,Aisha Khan,Core Products,Furniture,Furniture 152,Enterprise,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,9238.85,0,0,0,0,0,0,9238.85,0,0,-9238.85,0,0,9238.85,Loss,High,Review Required,Review margin and cost allocation
ERP0001746,TRX0001746,2025-12-22,2025-12,FY2026,Q2,Operations Expense,Middle East,Oman,Industrial Supplies,Operations,Bilal Hussain,Enterprise Solutions,Machinery Parts,Machinery Parts 769,Retail,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,44757.46,0,0,0,0,0,44757.46,0,0,-44757.46,0,0,44757.46,Loss,High,Review Required,Review margin and cost allocation
ERP0001747,TRX0001747,2025-12-22,2025-12,FY2026,Q2,Marketing Expense,Middle East,UAE,Industrial Supplies,Marketing,Bilal Hussain,Enterprise Solutions,Machinery Parts,Machinery Parts 338,Enterprise,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,42029.56,0,0,0,0,42029.56,0,0,-42029.56,0,0,42029.56,Loss,High,Review Required,Review margin and cost allocation
ERP0001748,TRX0001748,2025-12-22,2025-12,FY2026,Q2,Customer Service Cost,Middle East,Bahrain,Office Equipment,Customer Service,Bilal Hussain,Enterprise Solutions,Workstations,Workstations 180,SME,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,81,37756.53,37756.53,0,0,-37756.53,0,0,37756.53,Loss,High,Review Required,Review margin and cost allocation
ERP0001749,TRX0001749,2025-12-22,2025-12,FY2026,Q2,Refund / Credit Note,Middle East,Bahrain,Industrial Supplies,Finance,Grace Thomas,Customer Experience,Machinery Parts,Machinery Parts 252,Retail,CUST00062,Customer 00062,,,CA-39759,Under Review,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-15494.2,0,0,0,0,0,0,0,0,0,0,0,0,-15494.2,0,-15494.2,0,0,15494.2,Loss,High,Review Required,Review margin and cost allocation
ERP0001750,TRX0001750,2025-12-22,2025-12,FY2026,Q2,Approval Workflow,Middle East,Bahrain,Healthcare Products,Finance,Aisha Khan,Core Products,Medical Supplies,Medical Supplies 915,Government,,,,,,,,,Level 4 - CFO,Pending,CFO,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203192.65,Low Margin,Medium,Normal,Follow up approval
ERP0001751,TRX0001751,2025-12-23,2025-12,FY2026,Q2,Sales Invoice,Middle East,Saudi Arabia,Healthcare Products,Sales,Sara Rahman,Regional Growth,Wellness,Wellness 501,SME,CUST00042,Customer 00042,,,CA-81262,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,46,49291.89,0,0,0,0,0,0,0,0,0,0,0,0,49291.89,1,49291.89,1,0,49291.89,Profitable,Low,Normal,Monitor
ERP0001752,TRX0001752,2025-12-23,2025-12,FY2026,Q2,Purchase Order,Middle East,UAE,Software Services,Purchase,Omar Ali,Core Products,Support Plan,Support Plan 410,SME,,,VEND00228,Vendor 00228,,,PA-13928,Expiring Soon,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,49219.37,0,0,0,0,0,0,0,0,0,0,0,-49219.37,0,-49219.37,0,0,49219.37,Loss,High,Review Required,Review margin and cost allocation
ERP0001753,TRX0001753,2025-12-23,2025-12,FY2026,Q2,Inventory Receipt,Middle East,Oman,Software Services,Inventory,Aisha Khan,Customer Experience,Implementation,Implementation 902,Channel Partner,,,VEND00083,Vendor 00083,,,PA-82495,Expiring Soon,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,24982.09,206496.01,244929.99,38433.98,0,0,0,0,0,0,0,0,-24982.09,0,-24982.09,0,0,38433.98,Loss,High,Review Required,Review margin and cost allocation
ERP0001754,TRX0001754,2025-12-23,2025-12,FY2026,Q2,Payroll Allocation,Middle East,Saudi Arabia,Software Services,Payroll,Mohamed Rafi,Regional Growth,SaaS License,SaaS License 870,Retail,,,,,,,,,Level 4 - CFO,Approved,CFO,0,0,0,0,0,0,0,0,0,0,53,423392.62,0,0,423392.62,0,0,-423392.62,0,0,423392.62,Loss,High,Review Required,Review margin and cost allocation
ERP0001755,TRX0001755,2025-12-23,2025-12,FY2026,Q2,Administration Expense,Middle East,Saudi Arabia,Healthcare Products,Administration,Priya Nair,Customer Experience,Medical Supplies,Medical Supplies 880,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,20959.24,0,0,0,0,0,0,20959.24,0,0,-20959.24,0,0,20959.24,Loss,High,Review Required,Review margin and cost allocation
ERP0001756,TRX0001756,2025-12-23,2025-12,FY2026,Q2,Operations Expense,Middle East,Kuwait,Consumer Electronics,Operations,Noura Ahmed,Digital Commerce,Smart Devices,Smart Devices 171,Enterprise,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,39761.14,0,0,0,0,0,39761.14,0,0,-39761.14,0,0,39761.14,Loss,High,Review Required,Review margin and cost allocation
ERP0001757,TRX0001757,2025-12-23,2025-12,FY2026,Q2,Marketing Expense,Middle East,Saudi Arabia,Office Equipment,Marketing,Mohamed Rafi,Enterprise Solutions,Furniture,Furniture 417,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,23014.85,0,0,0,0,23014.85,0,0,-23014.85,0,0,23014.85,Loss,High,Review Required,Review margin and cost allocation
ERP0001758,TRX0001758,2025-12-23,2025-12,FY2026,Q2,Customer Service Cost,Middle East,Kuwait,Office Equipment,Customer Service,Bilal Hussain,Digital Commerce,Workstations,Workstations 959,Retail,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,75,28969.5,28969.5,0,0,-28969.5,0,0,28969.5,Loss,High,Review Required,Review margin and cost allocation
ERP0001759,TRX0001759,2025-12-23,2025-12,FY2026,Q2,Refund / Credit Note,Middle East,Saudi Arabia,Consumer Electronics,Finance,Omar Ali,Customer Experience,Home Electronics,Home Electronics 517,Retail,CUST00459,Customer 00459,,,CA-97063,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-32968.62,0,0,0,0,0,0,0,0,0,0,0,0,-32968.62,0,-32968.62,0,0,32968.62,Loss,High,Review Required,Review margin and cost allocation
ERP0001760,TRX0001760,2025-12-23,2025-12,FY2026,Q2,Approval Workflow,Middle East,Oman,Office Equipment,Finance,Bilal Hussain,Regional Growth,Workstations,Workstations 741,SME,,,,,,,,,Level 5 - CEO,Escalated,CEO,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509250,Low Margin,High,Review Required,Escalate to senior approver
ERP0001761,TRX0001761,2025-12-24,2025-12,FY2026,Q2,Sales Invoice,Middle East,Saudi Arabia,Consumer Electronics,Sales,Sara Rahman,Enterprise Solutions,Accessories,Accessories 382,Enterprise,CUST00454,Customer 00454,,,CA-32132,Active,,,Level 3 - Head of Department,Escalated,Head of Department,13,50,97446.96,0,0,0,0,0,0,0,0,0,0,0,0,97446.96,1,97446.96,1,0,97446.96,Profitable,High,Review Required,Escalate to senior approver
ERP0001762,TRX0001762,2025-12-24,2025-12,FY2026,Q2,Purchase Order,Middle East,UAE,Retail Distribution,Purchase,Sara Rahman,Regional Growth,FMCG,FMCG 299,Enterprise,,,VEND00318,Vendor 00318,,,PA-21366,Active,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,15837.88,0,0,0,0,0,0,0,0,0,0,0,-15837.88,0,-15837.88,0,0,15837.88,Loss,High,Review Required,Review margin and cost allocation
ERP0001763,TRX0001763,2025-12-24,2025-12,FY2026,Q2,Inventory Receipt,Middle East,Saudi Arabia,Office Equipment,Inventory,Aisha Khan,Regional Growth,Furniture,Furniture 331,SME,,,VEND00141,Vendor 00141,,,PA-83630,Under Review,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,29199.24,94384.53,139306.44,44921.91,0,0,0,0,0,0,0,0,-29199.24,0,-29199.24,0,0,44921.91,Loss,High,Review Required,Review margin and cost allocation
ERP0001764,TRX0001764,2025-12-24,2025-12,FY2026,Q2,Payroll Allocation,Middle East,Kuwait,Industrial Supplies,Payroll,Aisha Khan,Digital Commerce,Tools,Tools 798,Enterprise,,,,,,,,,Level 4 - CFO,Pending,CFO,2,0,0,0,0,0,0,0,0,0,33,380983.02,0,0,380983.02,0,0,-380983.02,0,0,380983.02,Loss,High,Review Required,Follow up approval
ERP0001765,TRX0001765,2025-12-24,2025-12,FY2026,Q2,Administration Expense,Middle East,UAE,Software Services,Administration,Grace Thomas,Core Products,Implementation,Implementation 774,Government,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,21677.8,0,0,0,0,0,0,21677.8,0,0,-21677.8,0,0,21677.8,Loss,High,Review Required,Review margin and cost allocation
ERP0001766,TRX0001766,2025-12-24,2025-12,FY2026,Q2,Operations Expense,Middle East,UAE,Industrial Supplies,Operations,Aisha Khan,Regional Growth,Machinery Parts,Machinery Parts 303,Retail,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,14959.94,0,0,0,0,0,14959.94,0,0,-14959.94,0,0,14959.94,Loss,High,Review Required,Review margin and cost allocation
ERP0001767,TRX0001767,2025-12-24,2025-12,FY2026,Q2,Marketing Expense,Middle East,Qatar,Industrial Supplies,Marketing,Sara Rahman,Regional Growth,Tools,Tools 879,Channel Partner,,,,,,,,,Level 3 - Head of Department,Approved,Head of Department,0,0,0,0,0,0,0,0,0,63889.92,0,0,0,0,63889.92,0,0,-63889.92,0,0,63889.92,Loss,High,Review Required,Review margin and cost allocation
ERP0001768,TRX0001768,2025-12-24,2025-12,FY2026,Q2,Customer Service Cost,Middle East,Saudi Arabia,Retail Distribution,Customer Service,Grace Thomas,Customer Experience,Apparel,Apparel 226,Enterprise,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,23,14023.33,14023.33,0,0,-14023.33,0,0,14023.33,Loss,High,Review Required,Review margin and cost allocation
ERP0001769,TRX0001769,2025-12-24,2025-12,FY2026,Q2,Refund / Credit Note,Middle East,Saudi Arabia,Healthcare Products,Finance,Omar Ali,Regional Growth,Medical Supplies,Medical Supplies 885,Government,CUST00092,Customer 00092,,,CA-67424,Active,,,Level 1 - Department Manager,Approved,Department Manager,0,0,-9352.69,0,0,0,0,0,0,0,0,0,0,0,0,-9352.69,0,-9352.69,0,0,9352.69,Loss,High,Review Required,Review margin and cost allocation
ERP0001770,TRX0001770,2025-12-24,2025-12,FY2026,Q2,Approval Workflow,Middle East,UAE,Office Equipment,Finance,Grace Thomas,Customer Experience,Furniture,Furniture 474,SME,,,,,,,,,Level 4 - CFO,Approved,CFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498318.99,Low Margin,High,Review Required,Review agreement or risk condition
ERP0001771,TRX0001771,2025-12-25,2025-12,FY2026,Q2,Sales Invoice,Middle East,Qatar,Retail Distribution,Sales,Bilal Hussain,Enterprise Solutions,FMCG,FMCG 737,Enterprise,CUST00312,Customer 00312,,,CA-94285,Active,,,Level 3 - Head of Department,Approved,Head of Department,0,89,84497.2,0,0,0,0,0,0,0,0,0,0,0,0,84497.2,1,84497.2,1,0,84497.2,Profitable,Low,Normal,Monitor
ERP0001772,TRX0001772,2025-12-25,2025-12,FY2026,Q2,Purchase Order,Middle East,Oman,Consumer Electronics,Purchase,Noura Ahmed,Customer Experience,Smart Devices,Smart Devices 701,Channel Partner,,,VEND00287,Vendor 00287,,,PA-37150,Expiring Soon,Level 3 - Head of Department,Pending,Head of Department,15,0,0,127393.21,0,0,0,0,0,0,0,0,0,0,0,-127393.21,0,-127393.21,0,0,127393.21,Loss,High,Review Required,Follow up approval
ERP0001773,TRX0001773,2025-12-25,2025-12,FY2026,Q2,Inventory Receipt,Middle East,Saudi Arabia,Industrial Supplies,Inventory,Bilal Hussain,Customer Experience,Machinery Parts,Machinery Parts 227,Enterprise,,,VEND00302,Vendor 00302,,,PA-80076,Expiring Soon,Level 3 - Head of Department,Escalated,Head of Department,10,0,0,43041.39,47926.31,114143.84,66217.53,0,0,0,0,0,0,0,0,-43041.39,0,-43041.39,0,0,66217.53,Loss,High,Review Required,Escalate to senior approver
ERP0001774,TRX0001774,2025-12-25,2025-12,FY2026,Q2,Payroll Allocation,Middle East,Oman,Retail Distribution,Payroll,Noura Ahmed,Enterprise Solutions,General Merchandise,General Merchandise 980,Retail,,,,,,,,,Level 5 - CEO,Pending,CEO,6,0,0,0,0,0,0,0,0,0,61,852831.24,0,0,852831.24,0,0,-852831.24,0,0,852831.24,Loss,High,Review Required,Follow up approval
ERP0001775,TRX0001775,2025-12-25,2025-12,FY2026,Q2,Administration Expense,Middle East,Qatar,Software Services,Administration,Omar Ali,Enterprise Solutions,Support Plan,Support Plan 953,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,35094.18,0,0,0,0,0,0,35094.18,0,0,-35094.18,0,0,35094.18,Loss,High,Review Required,Review margin and cost allocation
ERP0001776,TRX0001776,2025-12-25,2025-12,FY2026,Q2,Operations Expense,Middle East,Saudi Arabia,Industrial Supplies,Operations,Aisha Khan,Customer Experience,Machinery Parts,Machinery Parts 855,Enterprise,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,49390.23,0,0,0,0,0,49390.23,0,0,-49390.23,0,0,49390.23,Loss,High,Review Required,Review margin and cost allocation
ERP0001777,TRX0001777,2025-12-25,2025-12,FY2026,Q2,Marketing Expense,Middle East,Qatar,Software Services,Marketing,Sara Rahman,Core Products,Implementation,Implementation 223,Channel Partner,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,0,0,6338.53,0,0,0,0,6338.53,0,0,-6338.53,0,0,6338.53,Loss,High,Review Required,Review margin and cost allocation
ERP0001778,TRX0001778,2025-12-25,2025-12,FY2026,Q2,Customer Service Cost,Middle East,UAE,Office Equipment,Customer Service,Sara Rahman,Customer Experience,Workstations,Workstations 756,SME,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,27,11154.78,11154.78,0,0,-11154.78,0,0,11154.78,Loss,High,Review Required,Review margin and cost allocation
ERP0001779,TRX0001779,2025-12-25,2025-12,FY2026,Q2,Refund / Credit Note,Middle East,UAE,Software Services,Finance,Aisha Khan,Core Products,Support Plan,Support Plan 574,Retail,CUST00593,Customer 00593,,,CA-99081,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-29790.97,0,0,0,0,0,0,0,0,0,0,0,0,-29790.97,0,-29790.97,0,0,29790.97,Loss,High,Review Required,Review margin and cost allocation
ERP0001780,TRX0001780,2025-12-25,2025-12,FY2026,Q2,Approval Workflow,Middle East,Saudi Arabia,Industrial Supplies,Finance,Mohamed Rafi,Enterprise Solutions,Safety Equipment,Safety Equipment 724,Government,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29269.26,Low Margin,Low,Normal,Monitor
ERP0001781,TRX0001781,2025-12-26,2025-12,FY2026,Q2,Sales Invoice,Middle East,UAE,Software Services,Sales,Mohamed Rafi,Digital Commerce,Support Plan,Support Plan 860,Enterprise,CUST00389,Customer 00389,,,CA-10802,Under Review,,,Level 2 - Finance Manager,Approved,Finance Manager,0,151,28680.99,0,0,0,0,0,0,0,0,0,0,0,0,28680.99,1,28680.99,1,0,28680.99,Profitable,Low,Normal,Monitor
ERP0001782,TRX0001782,2025-12-26,2025-12,FY2026,Q2,Purchase Order,Middle East,Oman,Industrial Supplies,Purchase,Bilal Hussain,Core Products,Safety Equipment,Safety Equipment 885,Government,,,VEND00156,Vendor 00156,,,PA-49682,Expiring Soon,Level 3 - Head of Department,Pending,Head of Department,6,0,0,61739.51,0,0,0,0,0,0,0,0,0,0,0,-61739.51,0,-61739.51,0,0,61739.51,Loss,High,Review Required,Follow up approval
ERP0001783,TRX0001783,2025-12-26,2025-12,FY2026,Q2,Inventory Receipt,Middle East,Oman,Office Equipment,Inventory,Priya Nair,Core Products,Workstations,Workstations 604,SME,,,VEND00251,Vendor 00251,,,PA-10550,Active,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,9357.52,77205.56,91601.75,14396.19,0,0,0,0,0,0,0,0,-9357.52,0,-9357.52,0,0,14396.19,Loss,High,Review Required,Review margin and cost allocation
ERP0001784,TRX0001784,2025-12-26,2025-12,FY2026,Q2,Payroll Allocation,Middle East,UAE,Office Equipment,Payroll,Omar Ali,Customer Experience,Furniture,Furniture 183,Channel Partner,,,,,,,,,Level 4 - CFO,Approved,CFO,0,0,0,0,0,0,0,0,0,0,76,481631.76,0,0,481631.76,0,0,-481631.76,0,0,481631.76,Loss,High,Review Required,Review margin and cost allocation
ERP0001785,TRX0001785,2025-12-26,2025-12,FY2026,Q2,Administration Expense,Middle East,UAE,Industrial Supplies,Administration,Mohamed Rafi,Regional Growth,Tools,Tools 595,SME,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,27767.99,0,0,0,0,0,0,27767.99,0,0,-27767.99,0,0,27767.99,Loss,High,Review Required,Review margin and cost allocation
ERP0001786,TRX0001786,2025-12-26,2025-12,FY2026,Q2,Operations Expense,Middle East,UAE,Consumer Electronics,Operations,Sara Rahman,Core Products,Smart Devices,Smart Devices 659,Enterprise,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,24638.3,0,0,0,0,0,24638.3,0,0,-24638.3,0,0,24638.3,Loss,High,Review Required,Review margin and cost allocation
ERP0001787,TRX0001787,2025-12-26,2025-12,FY2026,Q2,Marketing Expense,Middle East,Qatar,Industrial Supplies,Marketing,Sara Rahman,Customer Experience,Tools,Tools 404,Government,,,,,,,,,Level 3 - Head of Department,Pending,Head of Department,27,0,0,0,0,0,0,0,0,56976.5,0,0,0,0,56976.5,0,0,-56976.5,0,0,56976.5,Loss,High,Review Required,Follow up approval
ERP0001788,TRX0001788,2025-12-26,2025-12,FY2026,Q2,Customer Service Cost,Middle East,Saudi Arabia,Retail Distribution,Customer Service,Mohamed Rafi,Digital Commerce,Apparel,Apparel 819,Government,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,63,26246.43,26246.43,0,0,-26246.43,0,0,26246.43,Loss,High,Review Required,Review margin and cost allocation
ERP0001789,TRX0001789,2025-12-26,2025-12,FY2026,Q2,Refund / Credit Note,Middle East,UAE,Office Equipment,Finance,Omar Ali,Regional Growth,Workstations,Workstations 878,Channel Partner,CUST00513,Customer 00513,,,CA-28942,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-23836.28,0,0,0,0,0,0,0,0,0,0,0,0,-23836.28,0,-23836.28,0,0,23836.28,Loss,High,Review Required,Review margin and cost allocation
ERP0001790,TRX0001790,2025-12-26,2025-12,FY2026,Q2,Approval Workflow,Middle East,Saudi Arabia,Industrial Supplies,Finance,Omar Ali,Digital Commerce,Tools,Tools 623,SME,,,,,,,,,Level 3 - Head of Department,Approved,Head of Department,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118148.23,Low Margin,Medium,Normal,Monitor
ERP0001791,TRX0001791,2025-12-27,2025-12,FY2026,Q2,Sales Invoice,Middle East,Oman,Healthcare Products,Sales,Grace Thomas,Digital Commerce,Wellness,Wellness 319,Government,CUST00180,Customer 00180,,,CA-92520,Expiring Soon,,,Level 3 - Head of Department,Pending,Head of Department,22,70,94145.53,0,0,0,0,0,0,0,0,0,0,0,0,94145.53,1,94145.53,1,0,94145.53,Profitable,Medium,Review Required,Follow up approval
ERP0001792,TRX0001792,2025-12-27,2025-12,FY2026,Q2,Purchase Order,Middle East,UAE,Healthcare Products,Purchase,Priya Nair,Core Products,Diagnostics,Diagnostics 159,Enterprise,,,VEND00169,Vendor 00169,,,PA-64495,Active,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,14615.72,0,0,0,0,0,0,0,0,0,0,0,-14615.72,0,-14615.72,0,0,14615.72,Loss,High,Review Required,Review margin and cost allocation
ERP0001793,TRX0001793,2025-12-27,2025-12,FY2026,Q2,Inventory Receipt,Middle East,Saudi Arabia,Software Services,Inventory,Omar Ali,Digital Commerce,Implementation,Implementation 461,Retail,,,VEND00048,Vendor 00048,,,PA-42061,Active,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,23223.63,186533.02,222261.68,35728.66,0,0,0,0,0,0,0,0,-23223.63,0,-23223.63,0,0,35728.66,Loss,High,Review Required,Review margin and cost allocation
ERP0001794,TRX0001794,2025-12-27,2025-12,FY2026,Q2,Payroll Allocation,Middle East,Oman,Industrial Supplies,Payroll,Aisha Khan,Digital Commerce,Machinery Parts,Machinery Parts 109,Retail,,,,,,,,,Level 5 - CEO,Pending,CEO,14,0,0,0,0,0,0,0,0,0,66,898114.8,0,0,898114.8,0,0,-898114.8,0,0,898114.8,Loss,High,Review Required,Follow up approval
ERP0001795,TRX0001795,2025-12-27,2025-12,FY2026,Q2,Administration Expense,Middle East,Saudi Arabia,Office Equipment,Administration,Sara Rahman,Enterprise Solutions,Printers,Printers 890,Retail,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,32660.09,0,0,0,0,0,0,32660.09,0,0,-32660.09,0,0,32660.09,Loss,High,Review Required,Review margin and cost allocation
ERP0001796,TRX0001796,2025-12-27,2025-12,FY2026,Q2,Operations Expense,Middle East,Oman,Software Services,Operations,Bilal Hussain,Customer Experience,Implementation,Implementation 729,Enterprise,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,32454.13,0,0,0,0,0,32454.13,0,0,-32454.13,0,0,32454.13,Loss,High,Review Required,Review margin and cost allocation
ERP0001797,TRX0001797,2025-12-27,2025-12,FY2026,Q2,Marketing Expense,Middle East,UAE,Consumer Electronics,Marketing,Sara Rahman,Regional Growth,Smart Devices,Smart Devices 985,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,42880.83,0,0,0,0,42880.83,0,0,-42880.83,0,0,42880.83,Loss,High,Review Required,Review margin and cost allocation
ERP0001798,TRX0001798,2025-12-27,2025-12,FY2026,Q2,Customer Service Cost,Middle East,UAE,Healthcare Products,Customer Service,Sara Rahman,Enterprise Solutions,Diagnostics,Diagnostics 111,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,87,23452.59,23452.59,0,0,-23452.59,0,0,23452.59,Loss,High,Review Required,Review margin and cost allocation
ERP0001799,TRX0001799,2025-12-27,2025-12,FY2026,Q2,Refund / Credit Note,Middle East,Saudi Arabia,Retail Distribution,Finance,Omar Ali,Enterprise Solutions,General Merchandise,General Merchandise 845,Enterprise,CUST00084,Customer 00084,,,CA-87021,Under Review,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-28640.34,0,0,0,0,0,0,0,0,0,0,0,0,-28640.34,0,-28640.34,0,0,28640.34,Loss,High,Review Required,Review margin and cost allocation
ERP0001800,TRX0001800,2025-12-27,2025-12,FY2026,Q2,Approval Workflow,Middle East,UAE,Office Equipment,Finance,Noura Ahmed,Enterprise Solutions,Printers,Printers 288,Government,,,,,,,,,Level 4 - CFO,Pending,CFO,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209637.23,Low Margin,Medium,Normal,Follow up approval
ERP0001801,TRX0001801,2025-12-28,2025-12,FY2026,Q2,Sales Invoice,Middle East,Oman,Software Services,Sales,Aisha Khan,Customer Experience,Implementation,Implementation 161,Channel Partner,CUST00470,Customer 00470,,,CA-43631,Expiring Soon,,,Level 3 - Head of Department,Rejected,Head of Department,0,55,139829.5,0,0,0,0,0,0,0,0,0,0,0,0,139829.5,1,139829.5,1,0,139829.5,Profitable,Medium,Review Required,Review agreement or risk condition
ERP0001802,TRX0001802,2025-12-28,2025-12,FY2026,Q2,Purchase Order,Middle East,Qatar,Software Services,Purchase,Grace Thomas,Customer Experience,SaaS License,SaaS License 204,Retail,,,VEND00302,Vendor 00302,,,PA-99975,Expiring Soon,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,27834.29,0,0,0,0,0,0,0,0,0,0,0,-27834.29,0,-27834.29,0,0,27834.29,Loss,High,Review Required,Review margin and cost allocation
ERP0001803,TRX0001803,2025-12-28,2025-12,FY2026,Q2,Inventory Receipt,Middle East,Kuwait,Software Services,Inventory,Bilal Hussain,Enterprise Solutions,Implementation,Implementation 139,SME,,,VEND00054,Vendor 00054,,,PA-97800,Expiring Soon,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,16425.91,158108.44,183379.07,25270.63,0,0,0,0,0,0,0,0,-16425.91,0,-16425.91,0,0,25270.63,Loss,High,Review Required,Review margin and cost allocation
ERP0001804,TRX0001804,2025-12-28,2025-12,FY2026,Q2,Payroll Allocation,Middle East,Oman,Consumer Electronics,Payroll,Sara Rahman,Digital Commerce,Home Electronics,Home Electronics 528,Enterprise,,,,,,,,,Level 5 - CEO,Approved,CEO,0,0,0,0,0,0,0,0,0,0,58,703306.84,0,0,703306.84,0,0,-703306.84,0,0,703306.84,Loss,High,Review Required,Review margin and cost allocation
ERP0001805,TRX0001805,2025-12-28,2025-12,FY2026,Q2,Administration Expense,Middle East,Kuwait,Healthcare Products,Administration,Priya Nair,Enterprise Solutions,Medical Supplies,Medical Supplies 445,Enterprise,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,6212.64,0,0,0,0,0,0,6212.64,0,0,-6212.64,0,0,6212.64,Loss,High,Review Required,Review margin and cost allocation
ERP0001806,TRX0001806,2025-12-28,2025-12,FY2026,Q2,Operations Expense,Middle East,UAE,Healthcare Products,Operations,Omar Ali,Digital Commerce,Diagnostics,Diagnostics 605,Enterprise,,,,,,,,,Level 3 - Head of Department,Pending,Head of Department,24,0,0,0,0,0,0,0,61334.17,0,0,0,0,0,61334.17,0,0,-61334.17,0,0,61334.17,Loss,High,Review Required,Follow up approval
