record_id,case_date,department,business_area,process_type,source_system,transaction_amount,budget_amount,variance_amount,approval_status,invoice_status,sla_status,risk_level,exception_type,priority_level,owner_name,recommended_action,case_status,days_pending,pending_approval_flag,overdue_invoice_flag,payroll_exception_flag,sla_breach_flag,high_priority_flag,exposure_amount
OPS000218,2026-05-07,Access Management,IT Operations,Incident Resolution,ITSM,1430.11,1176.22,253.89,Approved,Not Applicable,Within SLA,Low,Access approval pending,P2 - Same Week,Bilal Hussain,Approve or reject access request,Closed,12,0,0,0,0,0,0
OPS000219,2026-03-24,Procurement Operations,Procurement,Purchase Order,ERP Procurement,85301.82,70017.98,15283.84,Approved,Current,Within SLA,Low,Price variance,P1 - Immediate,Bilal Hussain,Review procurement variance,In Progress,25,0,0,0,0,1,85301.82
OPS000220,2026-02-04,Accounts Payable,Finance,Month-End Closing,ERP Finance,115377.8,123983.85,-8606.05,Pending,Paid,At Risk,High,Payment approval delay,P1 - Immediate,Sara Rahman,Escalate finance approval,Open,22,1,0,0,0,1,115377.8
OPS000221,2026-06-26,General Ledger,Finance,Invoice Processing,D365 F&O,2711.25,2985.1,-273.85,Pending,Paid,At Risk,Medium,Payment approval delay,P2 - Same Week,Mohamed Rafi,Escalate finance approval,In Progress,11,1,0,0,0,0,2711.25
OPS000222,2026-01-27,Vendor Management,Procurement,Purchase Order,Vendor Portal,11642.28,10750.54,891.74,Approved,Current,Breached,Medium,Price variance,P1 - Immediate,Noura Ahmed,Review procurement variance,In Progress,21,0,0,0,1,1,11642.28
OPS000223,2026-06-27,Payroll Operations,Payroll,WPS File Submission,WPS Bank Portal,62633.09,56972.91,5660.18,Approved,Current,Within SLA,Low,Payroll variance,P1 - Immediate,Grace Thomas,Validate payroll variance,In Progress,24,0,0,0,0,1,62633.09
OPS000224,2026-05-03,Employee Relations,HR,Leave Approval,Service Desk,4485.08,3720.3,764.78,Pending,Not Applicable,Within SLA,High,Missing employee document,P1 - Immediate,Grace Thomas,Collect missing document,In Progress,4,1,0,0,0,1,4485.08
OPS000225,2026-01-20,WPS Compliance,Payroll,Monthly Payroll,WPS Bank Portal,83822.09,90414.3,-6592.21,Pending,Current,At Risk,Medium,Bank file rejection,P1 - Immediate,Omar Ali,Resubmit bank file,Open,27,1,0,1,0,1,83822.09
OPS000226,2026-02-18,General Ledger,Finance,Month-End Closing,Bank Portal,111254.9,113486.98,-2232.08,Pending,Not Applicable,Within SLA,Low,Payment approval delay,P1 - Immediate,Sara Rahman,Escalate finance approval,Closed,35,1,0,0,0,1,0
OPS000227,2026-01-01,Recruitment,HR,Employee Onboarding,D365 HR,15814.73,15690.29,124.44,Approved,Not Applicable,At Risk,High,Approval pending,P1 - Immediate,Noura Ahmed,Send approval reminder,Closed,30,0,0,0,0,1,0
OPS000228,2026-05-01,Infrastructure,IT Operations,Asset Provisioning,Azure AD,16225.73,15495.75,729.98,Approved,Not Applicable,Breached,Medium,SLA breach,P1 - Immediate,Noura Ahmed,Escalate service owner,Open,28,0,0,0,1,1,16225.73
OPS000229,2026-02-08,Purchase Control,Procurement,Contract Approval,ERP Procurement,81006.59,93488.9,-12482.31,Approved,Overdue,Within SLA,Low,Vendor document expired,P1 - Immediate,Grace Thomas,Request vendor document refresh,Closed,24,0,1,0,0,1,0
OPS000230,2026-06-25,Internal Control,Compliance,Audit Evidence,GRC Tool,7821.88,7492.75,329.13,Pending,Not Applicable,Within SLA,Low,Evidence missing,P3 - Standard,Priya Nair,Upload audit evidence,Open,9,1,0,0,0,0,7821.88
OPS000231,2026-02-12,Payroll Operations,Payroll,Monthly Payroll,D365 F&O,38869.99,42665.88,-3795.89,Approved,Paid,At Risk,Medium,Payroll variance,P2 - Same Week,Omar Ali,Validate payroll variance,Open,16,0,0,1,0,0,38869.99
OPS000232,2026-05-23,Recruitment,HR,Leave Approval,D365 HR,13232.36,15440.37,-2208.01,Approved,Overdue,Within SLA,Medium,Delayed onboarding,P2 - Same Week,Sara Rahman,Escalate onboarding owner,In Progress,7,0,1,0,0,0,13232.36
OPS000233,2026-05-30,Procurement Operations,Procurement,Purchase Order,D365 F&O,94825.11,112248.05,-17422.94,Pending,Paid,Within SLA,Medium,Vendor document expired,P1 - Immediate,Noura Ahmed,Request vendor document refresh,Open,30,1,0,0,0,1,94825.11
OPS000234,2026-06-08,Treasury,Finance,Month-End Closing,Bank Portal,7056.95,8431.55,-1374.6,Approved,Not Applicable,At Risk,High,Budget overrun,P1 - Immediate,Noura Ahmed,Review budget exception,Open,23,0,0,0,0,1,7056.95
OPS000235,2026-05-06,Treasury,Finance,Month-End Closing,D365 F&O,18290.3,22627.11,-4336.81,Pending,Overdue,Within SLA,Medium,Overdue invoice,P2 - Same Week,Grace Thomas,Prioritize vendor payment,Open,5,1,1,0,0,0,18290.3
OPS000236,2026-05-13,Infrastructure,IT Operations,Access Request,Endpoint Manager,2107.62,2284.3,-176.68,Approved,Overdue,Breached,Medium,SLA breach,P2 - Same Week,Aisha Khan,Escalate service owner,Closed,11,0,1,0,1,0,0
OPS000237,2026-04-27,Payroll Operations,Payroll,WPS File Submission,Payroll Engine,26918.2,28659.84,-1741.64,Approved,Current,Within SLA,Low,Payroll variance,P1 - Immediate,Priya Nair,Validate payroll variance,In Progress,23,0,0,0,0,1,26918.2
OPS000238,2026-05-02,WPS Compliance,Payroll,Salary Adjustment,WPS Bank Portal,18081.09,19507.66,-1426.57,Pending,Overdue,Within SLA,High,WPS validation error,P1 - Immediate,Mohamed Rafi,Correct WPS file,Closed,10,1,1,1,0,1,0
OPS000239,2026-06-15,IT Service Desk,IT Operations,Asset Provisioning,ITSM,16463.89,16551.35,-87.46,Pending,Paid,At Risk,Low,Access approval pending,P3 - Standard,Aisha Khan,Approve or reject access request,In Progress,8,1,0,0,0,0,16463.89
OPS000240,2026-06-05,Compensation,Payroll,Salary Adjustment,Payroll Engine,27030.28,29168.28,-2138.0,Pending,Current,Within SLA,Low,Bank file rejection,P1 - Immediate,Grace Thomas,Resubmit bank file,Closed,33,1,0,0,0,1,0
OPS000241,2026-01-02,Purchase Control,Procurement,Contract Approval,Vendor Portal,78562.7,82846.34,-4283.64,Approved,Not Applicable,Within SLA,High,Price variance,P1 - Immediate,Noura Ahmed,Review procurement variance,Closed,20,0,0,0,0,1,0
OPS000242,2026-06-16,Vendor Management,Procurement,Purchase Order,ERP Procurement,92443.24,110917.42,-18474.18,Pending,Overdue,Within SLA,Medium,Price variance,P1 - Immediate,Priya Nair,Review procurement variance,In Progress,8,1,1,0,0,1,92443.24
OPS000243,2026-03-08,Internal Control,Compliance,Control Review,SharePoint,1365.32,1478.95,-113.63,Approved,Not Applicable,At Risk,Low,Policy attestation overdue,P1 - Immediate,Priya Nair,Send compliance reminder,In Progress,34,0,0,0,0,1,1365.32
OPS000244,2026-06-21,Internal Control,Compliance,Audit Evidence,SharePoint,21095.65,24272.61,-3176.96,Approved,Not Applicable,Within SLA,High,Control gap,P1 - Immediate,Bilal Hussain,Create remediation plan,Open,35,0,0,0,0,1,21095.65
OPS000245,2026-02-26,Vendor Management,Procurement,Purchase Order,D365 F&O,51905.53,61945.19,-10039.66,Pending,Current,Within SLA,Low,PO approval delay,P2 - Same Week,Omar Ali,Escalate PO approval,Closed,3,1,0,0,0,0,0
OPS000246,2026-02-19,Treasury,Finance,Invoice Processing,Bank Portal,64756.02,61942.61,2813.41,Pending,Not Applicable,Breached,Low,Budget overrun,P1 - Immediate,Sara Rahman,Review budget exception,Open,29,1,0,0,1,1,64756.02
OPS000247,2026-05-05,Infrastructure,IT Operations,Asset Provisioning,ITSM,16045.22,12866.43,3178.79,Approved,Overdue,Within SLA,Medium,Access approval pending,P1 - Immediate,Omar Ali,Approve or reject access request,Closed,31,0,1,0,0,1,0
OPS000248,2026-04-22,Employee Relations,HR,Contract Renewal,D365 HR,24150.53,23023.34,1127.19,Approved,Not Applicable,Within SLA,Low,Delayed onboarding,P1 - Immediate,Mohamed Rafi,Escalate onboarding owner,In Progress,20,0,0,0,0,1,24150.53
OPS000249,2026-01-02,Employee Relations,HR,Leave Approval,HRMS,17491.36,16402.35,1089.01,Approved,Not Applicable,Within SLA,Low,Missing employee document,P3 - Standard,Noura Ahmed,Collect missing document,Open,2,0,0,0,0,0,17491.36
OPS000250,2026-05-14,Treasury,Finance,Month-End Closing,ERP Finance,106836.95,133304.33,-26467.38,Approved,Paid,Within SLA,Low,Budget overrun,P1 - Immediate,Mohamed Rafi,Review budget exception,Open,25,0,0,0,0,1,106836.95
OPS000251,2026-02-03,IT Service Desk,IT Operations,Asset Provisioning,ITSM,12863.52,10924.53,1938.99,Pending,Overdue,Within SLA,Medium,Device delivery delay,P1 - Immediate,Aisha Khan,Expedite asset provisioning,In Progress,34,1,1,0,0,1,12863.52
OPS000252,2026-06-17,Procurement Operations,Procurement,Purchase Order,D365 F&O,51471.13,48389.39,3081.74,Approved,Current,Within SLA,Medium,Vendor document expired,P2 - Same Week,Omar Ali,Request vendor document refresh,Open,0,0,0,0,0,0,51471.13
OPS000253,2026-03-11,Purchase Control,Procurement,Contract Approval,D365 F&O,51712.03,62018.8,-10306.77,Approved,Current,Within SLA,Medium,Vendor document expired,P1 - Immediate,Mohamed Rafi,Request vendor document refresh,Open,31,0,0,0,0,1,51712.03
OPS000254,2026-05-14,IT Service Desk,IT Operations,Incident Resolution,Endpoint Manager,7736.1,6310.82,1425.28,Approved,Not Applicable,Breached,Low,Access approval pending,P3 - Standard,Omar Ali,Approve or reject access request,Open,0,0,0,0,1,0,7736.1
OPS000255,2026-05-27,Audit Support,Compliance,Control Review,GRC Tool,19598.39,16267.04,3331.35,Pending,Paid,At Risk,Medium,Control gap,P2 - Same Week,Sara Rahman,Create remediation plan,Open,18,1,0,0,0,0,19598.39
OPS000256,2026-03-16,Infrastructure,IT Operations,Asset Provisioning,Azure AD,18594.23,15581.95,3012.28,Pending,Not Applicable,Breached,Medium,Access approval pending,P2 - Same Week,Priya Nair,Approve or reject access request,Open,10,1,0,0,1,0,18594.23
OPS000257,2026-03-10,Audit Support,Compliance,Policy Attestation,SharePoint,4980.3,4782.64,197.66,Rejected,Not Applicable,Within SLA,Medium,Evidence missing,P1 - Immediate,Sara Rahman,Upload audit evidence,In Progress,26,0,0,0,0,1,4980.3
OPS000258,2026-06-28,Employee Relations,HR,Employee Onboarding,HRMS,10692.68,11080.83,-388.15,Pending,Overdue,Within SLA,Low,Missing employee document,P1 - Immediate,Sara Rahman,Collect missing document,In Progress,22,1,1,0,0,1,10692.68
OPS000259,2026-05-05,Accounts Payable,Finance,Payment Approval,ERP Finance,9941.99,10712.36,-770.37,Pending,Overdue,Within SLA,High,Overdue invoice,P1 - Immediate,Bilal Hussain,Prioritize vendor payment,In Progress,14,1,1,0,0,1,9941.99
OPS000260,2026-06-26,Treasury,Finance,Month-End Closing,D365 F&O,80251.31,70162.8,10088.51,Approved,Overdue,Within SLA,Medium,Budget overrun,P1 - Immediate,Aisha Khan,Review budget exception,Closed,35,0,1,0,0,1,0
OPS000261,2026-02-10,Employee Relations,HR,Contract Renewal,D365 HR,2334.2,2326.4,7.8,Approved,Paid,Within SLA,Low,Missing employee document,P1 - Immediate,Mohamed Rafi,Collect missing document,In Progress,24,0,0,0,0,1,2334.2
OPS000262,2026-04-24,Employee Relations,HR,Contract Renewal,HRMS,11453.17,9706.36,1746.81,Approved,Overdue,Within SLA,Low,Delayed onboarding,P1 - Immediate,Omar Ali,Escalate onboarding owner,In Progress,35,0,1,0,0,1,11453.17
OPS000263,2026-06-08,Access Management,IT Operations,Incident Resolution,Endpoint Manager,5567.86,5949.76,-381.9,Rejected,Not Applicable,Within SLA,Low,Device delivery delay,P1 - Immediate,Priya Nair,Expedite asset provisioning,Open,29,0,0,0,0,1,5567.86
OPS000264,2026-04-04,Purchase Control,Procurement,Vendor Onboarding,ERP Procurement,91720.09,78959.4,12760.69,Approved,Overdue,Breached,Low,Vendor document expired,P1 - Immediate,Omar Ali,Request vendor document refresh,In Progress,33,0,1,0,1,1,91720.09
OPS000265,2026-02-12,Recruitment,HR,Employee Onboarding,Service Desk,18178.2,15320.31,2857.89,Approved,Not Applicable,Breached,Low,Approval pending,P1 - Immediate,Mohamed Rafi,Send approval reminder,Closed,29,0,0,0,1,1,0
OPS000266,2026-01-28,Vendor Management,Procurement,Purchase Order,D365 F&O,71685.31,81439.72,-9754.41,Approved,Overdue,Breached,Low,Price variance,P1 - Immediate,Aisha Khan,Review procurement variance,Open,31,0,1,0,1,1,71685.31
OPS000267,2026-04-21,Purchase Control,Procurement,Vendor Onboarding,D365 F&O,83788.58,70116.39,13672.19,Pending,Not Applicable,At Risk,Medium,Vendor document expired,P1 - Immediate,Grace Thomas,Request vendor document refresh,In Progress,20,1,0,0,0,1,83788.58
OPS000268,2026-06-05,Treasury,Finance,Invoice Processing,ERP Finance,115722.24,142945.41,-27223.17,Approved,Not Applicable,Within SLA,Medium,Budget overrun,P1 - Immediate,Bilal Hussain,Review budget exception,Open,32,0,0,0,0,1,115722.24
OPS000269,2026-05-22,Purchase Control,Procurement,Purchase Order,ERP Procurement,75839.69,67898.5,7941.19,Approved,Overdue,Breached,Medium,Vendor document expired,P1 - Immediate,Bilal Hussain,Request vendor document refresh,In Progress,11,0,1,0,1,1,75839.69
OPS000270,2026-04-01,Purchase Control,Procurement,Vendor Onboarding,D365 F&O,113264.15,125163.89,-11899.74,Approved,Paid,Within SLA,Medium,Price variance,P1 - Immediate,Omar Ali,Review procurement variance,Closed,27,0,0,0,0,1,0
OPS000271,2026-02-07,People Operations,HR,Leave Approval,HRMS,7040.97,7845.14,-804.17,Rejected,Overdue,Within SLA,Low,Missing employee document,P2 - Same Week,Aisha Khan,Collect missing document,Open,18,0,1,0,0,0,7040.97
OPS000272,2026-04-26,Accounts Payable,Finance,Month-End Closing,Bank Portal,68521.49,59076.06,9445.43,Pending,Not Applicable,Within SLA,Medium,Payment approval delay,P2 - Same Week,Aisha Khan,Escalate finance approval,In Progress,18,1,0,0,0,0,68521.49
OPS000273,2026-04-10,Internal Control,Compliance,Audit Evidence,SharePoint,1818.15,1995.36,-177.21,Approved,Paid,Breached,Low,Policy attestation overdue,P2 - Same Week,Bilal Hussain,Send compliance reminder,Closed,14,0,0,0,1,0,0
OPS000274,2026-05-20,Access Management,IT Operations,Asset Provisioning,ITSM,24125.1,22138.91,1986.19,Approved,Overdue,Within SLA,Low,Device delivery delay,P1 - Immediate,Aisha Khan,Expedite asset provisioning,Open,32,0,1,0,0,1,24125.1
OPS000275,2026-05-23,General Ledger,Finance,Invoice Processing,D365 F&O,101906.67,76717.64,25189.03,Pending,Paid,Within SLA,High,Payment approval delay,P1 - Immediate,Noura Ahmed,Escalate finance approval,Closed,3,1,0,0,0,1,0
OPS000276,2026-05-27,Treasury,Finance,Payment Approval,D365 F&O,39848.43,34268.89,5579.54,Pending,Not Applicable,Within SLA,Low,Payment approval delay,P1 - Immediate,Bilal Hussain,Escalate finance approval,In Progress,34,1,0,0,0,1,39848.43
OPS000277,2026-02-24,WPS Compliance,Payroll,WPS File Submission,WPS Bank Portal,28485.95,31051.44,-2565.49,Approved,Current,Within SLA,Medium,WPS validation error,P2 - Same Week,Mohamed Rafi,Correct WPS file,In Progress,0,0,0,1,0,0,28485.95
OPS000278,2026-06-07,Audit Support,Compliance,Policy Attestation,GRC Tool,22198.67,21145.32,1053.35,Pending,Not Applicable,Within SLA,Medium,Policy attestation overdue,P2 - Same Week,Bilal Hussain,Send compliance reminder,Closed,1,1,0,0,0,0,0
OPS000279,2026-05-11,General Ledger,Finance,Payment Approval,D365 F&O,108048.09,91436.37,16611.72,Approved,Paid,Within SLA,High,Budget overrun,P1 - Immediate,Omar Ali,Review budget exception,In Progress,34,0,0,0,0,1,108048.09
OPS000280,2026-06-11,Payroll Operations,Payroll,Salary Adjustment,WPS Bank Portal,21446.37,22856.46,-1410.09,Pending,Overdue,Within SLA,Medium,Payroll variance,P2 - Same Week,Sara Rahman,Validate payroll variance,In Progress,4,1,1,1,0,0,21446.37
OPS000281,2026-03-26,People Operations,HR,Employee Onboarding,HRMS,4860.81,4378.44,482.37,Approved,Overdue,Breached,Low,Missing employee document,P1 - Immediate,Grace Thomas,Collect missing document,In Progress,28,0,1,0,1,1,4860.81
OPS000282,2026-04-10,Treasury,Finance,Invoice Processing,Bank Portal,77867.17,82474.93,-4607.76,Pending,Overdue,At Risk,Medium,Overdue invoice,P1 - Immediate,Noura Ahmed,Prioritize vendor payment,Closed,32,1,1,0,0,1,0
OPS000283,2026-03-14,Vendor Management,Procurement,Vendor Onboarding,Vendor Portal,6121.25,5069.39,1051.86,Approved,Overdue,At Risk,Medium,Price variance,P2 - Same Week,Sara Rahman,Review procurement variance,Closed,18,0,1,0,0,0,0
OPS000284,2026-06-15,Compensation,Payroll,Monthly Payroll,Payroll Engine,16309.91,14815.18,1494.73,Approved,Not Applicable,Within SLA,Low,Bank file rejection,P2 - Same Week,Bilal Hussain,Resubmit bank file,In Progress,13,0,0,0,0,0,16309.91
OPS000285,2026-06-15,WPS Compliance,Payroll,Monthly Payroll,D365 F&O,22663.04,24180.32,-1517.28,Approved,Not Applicable,At Risk,Medium,Payroll variance,P1 - Immediate,Omar Ali,Validate payroll variance,In Progress,35,0,0,1,0,1,22663.04
OPS000286,2026-01-18,Compensation,Payroll,Monthly Payroll,D365 F&O,51447.65,56093.78,-4646.13,Approved,Overdue,Within SLA,Low,Bank file rejection,P2 - Same Week,Bilal Hussain,Resubmit bank file,Closed,4,0,1,0,0,0,0
OPS000287,2026-03-26,Treasury,Finance,Month-End Closing,ERP Finance,71139.97,73471.65,-2331.68,Pending,Not Applicable,Within SLA,Low,Payment approval delay,P2 - Same Week,Grace Thomas,Escalate finance approval,Closed,15,1,0,0,0,0,0
OPS000288,2026-04-03,Payroll Operations,Payroll,Salary Adjustment,Payroll Engine,75230.87,74671.88,558.99,Approved,Not Applicable,Within SLA,High,WPS validation error,P1 - Immediate,Sara Rahman,Correct WPS file,Closed,5,0,0,1,0,1,0
OPS000289,2026-02-20,Internal Control,Compliance,Audit Evidence,Compliance Register,18321.92,21195.57,-2873.65,Pending,Current,At Risk,High,Control gap,P1 - Immediate,Priya Nair,Create remediation plan,In Progress,13,1,0,0,0,1,18321.92
OPS000290,2026-02-08,Vendor Management,Procurement,Vendor Onboarding,ERP Procurement,88654.15,79389.75,9264.4,Approved,Current,Within SLA,Low,Price variance,P1 - Immediate,Sara Rahman,Review procurement variance,Closed,15,0,0,0,0,1,0
OPS000291,2026-02-05,Infrastructure,IT Operations,Access Request,ITSM,23743.44,25257.45,-1514.01,Rejected,Overdue,Within SLA,Low,Device delivery delay,P2 - Same Week,Mohamed Rafi,Expedite asset provisioning,Closed,14,0,1,0,0,0,0
OPS000292,2026-04-05,People Operations,HR,Employee Onboarding,Service Desk,13188.19,14725.72,-1537.53,Approved,Paid,Breached,Low,Missing employee document,P1 - Immediate,Noura Ahmed,Collect missing document,Open,20,0,0,0,1,1,13188.19
OPS000293,2026-03-09,Access Management,IT Operations,Asset Provisioning,Endpoint Manager,9728.16,9255.44,472.72,Approved,Paid,Breached,Medium,SLA breach,P2 - Same Week,Bilal Hussain,Escalate service owner,In Progress,14,0,0,0,1,0,9728.16
OPS000294,2026-05-04,Treasury,Finance,Invoice Processing,Bank Portal,54188.1,46872.46,7315.64,Pending,Overdue,Within SLA,High,Overdue invoice,P1 - Immediate,Bilal Hussain,Prioritize vendor payment,In Progress,7,1,1,0,0,1,54188.1
OPS000295,2026-05-04,Access Management,IT Operations,Incident Resolution,Azure AD,14974.38,15856.43,-882.05,Approved,Not Applicable,Breached,High,SLA breach,P1 - Immediate,Sara Rahman,Escalate service owner,Open,8,0,0,0,1,1,14974.38
OPS000296,2026-03-08,People Operations,HR,Leave Approval,D365 HR,24246.47,25581.22,-1334.75,Pending,Overdue,At Risk,High,Approval pending,P1 - Immediate,Priya Nair,Send approval reminder,In Progress,13,1,1,0,0,1,24246.47
OPS000297,2026-02-13,IT Service Desk,IT Operations,Incident Resolution,Endpoint Manager,19968.09,22527.63,-2559.54,Approved,Overdue,Breached,High,SLA breach,P1 - Immediate,Omar Ali,Escalate service owner,In Progress,21,0,1,0,1,1,19968.09
OPS000298,2026-04-09,Payroll Operations,Payroll,Monthly Payroll,D365 F&O,46816.91,50649.71,-3832.8,Pending,Overdue,Within SLA,Low,Payroll variance,P2 - Same Week,Omar Ali,Validate payroll variance,Closed,2,1,1,0,0,0,0
OPS000299,2026-06-18,People Operations,HR,Leave Approval,Service Desk,22475.74,24946.91,-2471.17,Approved,Current,Within SLA,Low,Missing employee document,P1 - Immediate,Priya Nair,Collect missing document,In Progress,33,0,0,0,0,1,22475.74
OPS000300,2026-04-08,Infrastructure,IT Operations,Asset Provisioning,Endpoint Manager,14614.96,14179.37,435.59,Approved,Overdue,Breached,Low,Device delivery delay,P1 - Immediate,Mohamed Rafi,Expedite asset provisioning,In Progress,34,0,1,0,1,1,14614.96
OPS000301,2026-01-02,Employee Relations,HR,Leave Approval,HRMS,676.25,718.05,-41.8,Pending,Not Applicable,Within SLA,Low,Approval pending,P2 - Same Week,Grace Thomas,Send approval reminder,Open,16,1,0,0,0,0,676.25
OPS000302,2026-06-06,Vendor Management,Procurement,Contract Approval,Vendor Portal,51054.31,58298.62,-7244.31,Approved,Not Applicable,Within SLA,Low,Vendor document expired,P2 - Same Week,Grace Thomas,Request vendor document refresh,In Progress,19,0,0,0,0,0,51054.31
OPS000303,2026-06-18,IT Service Desk,IT Operations,Asset Provisioning,ITSM,19686.18,23223.75,-3537.57,Approved,Current,At Risk,Medium,Access approval pending,P2 - Same Week,Aisha Khan,Approve or reject access request,Open,3,0,0,0,0,0,19686.18
OPS000304,2026-02-07,Infrastructure,IT Operations,Asset Provisioning,Azure AD,2069.97,1839.6,230.37,Approved,Not Applicable,Breached,Medium,SLA breach,P1 - Immediate,Aisha Khan,Escalate service owner,Closed,33,0,0,0,1,1,0
OPS000305,2026-02-14,Audit Support,Compliance,Control Review,SharePoint,5441.83,5783.32,-341.49,Pending,Not Applicable,Within SLA,High,Control gap,P1 - Immediate,Aisha Khan,Create remediation plan,In Progress,33,1,0,0,0,1,5441.83
OPS000306,2026-06-17,Accounts Payable,Finance,Invoice Processing,D365 F&O,94111.56,87200.37,6911.19,Approved,Current,Within SLA,Medium,Budget overrun,P1 - Immediate,Noura Ahmed,Review budget exception,Closed,4,0,0,0,0,1,0
OPS000307,2026-05-24,Access Management,IT Operations,Incident Resolution,Azure AD,6044.24,7163.77,-1119.53,Approved,Current,Within SLA,Low,Access approval pending,P1 - Immediate,Omar Ali,Approve or reject access request,Open,32,0,0,0,0,1,6044.24
OPS000308,2026-03-29,Accounts Payable,Finance,Month-End Closing,ERP Finance,98044.81,101716.29,-3671.48,Pending,Paid,Within SLA,Medium,Payment approval delay,P1 - Immediate,Priya Nair,Escalate finance approval,Closed,21,1,0,0,0,1,0
OPS000309,2026-05-31,Procurement Operations,Procurement,Vendor Onboarding,ERP Procurement,10437.63,11135.19,-697.56,Pending,Overdue,Within SLA,Low,PO approval delay,P1 - Immediate,Aisha Khan,Escalate PO approval,In Progress,22,1,1,0,0,1,10437.63
OPS000310,2026-03-09,Procurement Operations,Procurement,Vendor Onboarding,ERP Procurement,81659.51,94768.91,-13109.4,Pending,Paid,Within SLA,Low,PO approval delay,P1 - Immediate,Mohamed Rafi,Escalate PO approval,Open,17,1,0,0,0,1,81659.51
OPS000311,2026-02-21,Accounts Payable,Finance,Month-End Closing,D365 F&O,26796.49,22814.08,3982.41,Approved,Current,Within SLA,Low,Budget overrun,P3 - Standard,Priya Nair,Review budget exception,In Progress,5,0,0,0,0,0,26796.49
OPS000312,2026-05-19,Procurement Operations,Procurement,Vendor Onboarding,Vendor Portal,39561.49,47436.62,-7875.13,Pending,Current,Within SLA,Low,Price variance,P1 - Immediate,Mohamed Rafi,Review procurement variance,Open,32,1,0,0,0,1,39561.49
OPS000313,2026-02-02,IT Service Desk,IT Operations,Asset Provisioning,Azure AD,23521.53,19123.59,4397.94,Approved,Paid,At Risk,Low,Access approval pending,P3 - Standard,Priya Nair,Approve or reject access request,In Progress,7,0,0,0,0,0,23521.53
OPS000314,2026-01-03,Accounts Payable,Finance,Month-End Closing,D365 F&O,70768.47,64591.66,6176.81,Approved,Not Applicable,Within SLA,Low,Budget overrun,P1 - Immediate,Bilal Hussain,Review budget exception,Closed,30,0,0,0,0,1,0
OPS000315,2026-05-08,General Ledger,Finance,Invoice Processing,ERP Finance,90883.0,84751.94,6131.06,Pending,Current,Within SLA,High,Payment approval delay,P1 - Immediate,Noura Ahmed,Escalate finance approval,Closed,14,1,0,0,0,1,0
OPS000316,2026-05-23,Infrastructure,IT Operations,Incident Resolution,ITSM,20100.92,22018.89,-1917.97,Approved,Not Applicable,Breached,Medium,SLA breach,P1 - Immediate,Priya Nair,Escalate service owner,Open,33,0,0,0,1,1,20100.92
OPS000317,2026-05-24,Treasury,Finance,Invoice Processing,ERP Finance,83638.82,65239.8,18399.02,Pending,Overdue,At Risk,Medium,Overdue invoice,P1 - Immediate,Noura Ahmed,Prioritize vendor payment,In Progress,21,1,1,0,0,1,83638.82
OPS000318,2026-04-16,Accounts Payable,Finance,Payment Approval,Bank Portal,25877.58,26859.56,-981.98,Pending,Not Applicable,At Risk,Low,Payment approval delay,P1 - Immediate,Priya Nair,Escalate finance approval,In Progress,32,1,0,0,0,1,25877.58
OPS000319,2026-04-08,Audit Support,Compliance,Control Review,SharePoint,23936.56,27462.49,-3525.93,Approved,Paid,Within SLA,Medium,Policy attestation overdue,P1 - Immediate,Omar Ali,Send compliance reminder,Closed,25,0,0,0,0,1,0
OPS000320,2026-03-29,People Operations,HR,Contract Renewal,D365 HR,7638.23,6927.79,710.44,Approved,Not Applicable,Within SLA,Medium,Approval pending,P1 - Immediate,Priya Nair,Send approval reminder,In Progress,23,0,0,0,0,1,7638.23
OPS000321,2026-02-17,Accounts Payable,Finance,Invoice Processing,Bank Portal,80287.65,97968.49,-17680.84,Pending,Overdue,Within SLA,High,Overdue invoice,P1 - Immediate,Aisha Khan,Prioritize vendor payment,In Progress,4,1,1,0,0,1,80287.65
OPS000322,2026-04-12,Employee Relations,HR,Employee Onboarding,HRMS,15643.5,13042.37,2601.13,Pending,Not Applicable,Within SLA,Medium,Delayed onboarding,P1 - Immediate,Sara Rahman,Escalate onboarding owner,In Progress,28,1,0,0,0,1,15643.5
OPS000323,2026-02-13,Accounts Payable,Finance,Invoice Processing,Bank Portal,103593.34,94539.35,9053.99,Approved,Paid,Within SLA,Low,Budget overrun,P1 - Immediate,Sara Rahman,Review budget exception,Open,28,0,0,0,0,1,103593.34
OPS000324,2026-04-27,Purchase Control,Procurement,Contract Approval,D365 F&O,53609.84,57356.81,-3746.97,Approved,Paid,Within SLA,Low,Price variance,P2 - Same Week,Bilal Hussain,Review procurement variance,In Progress,5,0,0,0,0,0,53609.84
OPS000325,2026-02-09,General Ledger,Finance,Invoice Processing,D365 F&O,98307.13,115409.94,-17102.81,Pending,Current,Within SLA,High,Payment approval delay,P1 - Immediate,Grace Thomas,Escalate finance approval,Open,30,1,0,0,0,1,98307.13
OPS000326,2026-06-02,IT Service Desk,IT Operations,Access Request,Endpoint Manager,5119.99,5902.66,-782.67,Approved,Not Applicable,At Risk,Medium,Access approval pending,P1 - Immediate,Omar Ali,Approve or reject access request,Open,24,0,0,0,0,1,5119.99
OPS000327,2026-03-03,Treasury,Finance,Month-End Closing,Bank Portal,34444.15,37000.89,-2556.74,Pending,Not Applicable,Within SLA,Low,Payment approval delay,P2 - Same Week,Priya Nair,Escalate finance approval,Open,8,1,0,0,0,0,34444.15
